Generation,MaxFitness
1,3.688000999999973
2,3.898000999999962
3,3.9120009999999663
4,4.520000999999959
5,3.950000999999972
6,3.94400099999997
7,3.968000999999961
8,3.872000999999956
9,4.502000999999961
10,4.52200099999996
11,4.52600099999996
12,4.472000999999961
13,3.9120009999999734
14,3.8840009999999676
15,3.97600099999997
16,3.9740009999999706
17,3.928000999999969
18,3.9440009999999592
19,3.852000999999967
20,3.776000999999955
21,3.9320009999999703
22,3.958000999999961
23,4.554000999999959
24,3.9340009999999705
25,3.848000999999954
26,3.940000999999975
27,3.9340009999999683
28,3.926000999999971
29,4.46800099999996
30,3.9240009999999605
31,3.942000999999972
32,3.974000999999962
33,3.964000999999962
34,3.9140009999999603
35,3.8600009999999614
36,4.49800099999996
37,3.9400009999999597
38,3.902000999999969
39,4.478000999999961
40,3.94000099999996
41,3.97200099999996
42,3.956000999999949
43,4.244000999999938
44,3.946000999999971
45,3.94800099999997
46,3.9060009999999634
47,4.204000999999975
48,3.9120009999999623
49,4.078000999999967
50,4.058000999999967
51,3.8840009999999623
52,4.036000999999968
53,3.9100009999999727
54,3.9100009999999625
55,4.068000999999967
56,4.076000999999966
57,4.036000999999968
58,4.124000999999965
59,4.0960009999999665
60,4.092000999999966
61,4.036000999999968
62,5.010000999999951
63,4.266000999999956
64,4.276000999999955
65,3.934000999999962
66,4.092000999999966
67,4.040000999999967
68,4.0960009999999665
69,4.0640009999999664
70,4.0640009999999664
