Generation,MaxFitness
1,3.486000999999976
2,4.330000999999963
3,4.238000999999943
4,3.922000999999973
5,4.514000999999965
6,3.9320009999999623
7,4.476000999999968
8,4.50600099999996
9,4.630000999999931
10,4.494000999999955
11,4.704000999999963
12,4.700000999999959
13,4.432001000000011
14,4.522000999999952
15,4.48400099999995
16,5.472000999999945
17,4.46600099999993
18,4.404000999999961
19,4.316000999999963
20,5.1360009999999106
21,5.292000999999931
22,4.632000999999968
23,4.176000999999938
24,5.120000999999921
25,4.334000999999936
26,4.674000999999919
27,4.804000999999936
28,5.050000999999946
29,4.730000999999936
30,4.664000999999938
31,4.93800099999993
32,5.468000999999944
33,4.418000999999945
34,4.4000009999999525
35,5.208000999999908
36,4.488000999999943
37,4.96400099999992
38,4.618000999999941
39,4.630000999999931
40,4.852000999999944
41,5.012000999999935
42,4.800000999999943
43,4.666000999999956
44,4.990000999999952
45,4.314000999999955
46,4.440000999999961
47,4.688000999999937
48,4.2020009999999575
49,4.2320009999999595
50,4.126000999999966
