Generation,MaxFitness
1,3.54400099999996
2,3.4720009999999673
3,4.292000999999955
4,4.424000999999961
5,4.412000999999945
6,4.198000999999956
7,4.208000999999965
8,4.416000999999941
9,4.020000999999962
10,4.230000999999963
11,4.184000999999969
12,4.432000999999953
13,4.224000999999964
14,4.12200099999997
15,4.156000999999958
16,4.00800099999997
17,4.812000999999914
18,4.0520009999999695
19,3.970000999999955
20,4.242000999999964
21,4.034000999999959
22,4.068000999999961
23,4.202000999999968
24,4.166000999999959
25,4.19400099999996
26,4.146000999999958
27,4.49400099999994
28,4.144000999999961
29,4.372000999999953
30,4.610000999999952
31,4.378000999999942
32,4.634000999999936
33,4.1840009999999594
34,4.040000999999968
35,3.9800009999999686
36,4.726000999999962
37,4.092000999999966
38,4.0640009999999664
39,4.178000999999966
40,4.202000999999962
41,4.180000999999971
42,4.2240009999999595
43,3.9680009999999695
44,4.040000999999967
45,4.114000999999967
46,4.122000999999962
47,4.082000999999967
48,4.092000999999966
49,4.218000999999966
50,4.116000999999957
51,4.094000999999966
52,4.210000999999947
53,4.046000999999962
54,4.074000999999968
55,4.0660009999999716
56,4.14200099999997
57,4.1860009999999646
58,4.178000999999946
59,4.032000999999961
60,4.040000999999952
61,3.9560009999999703
62,4.090000999999968
63,4.078000999999969
64,4.214000999999965
65,4.042000999999961
66,4.08200099999996
67,4.070000999999969
68,3.9780009999999626
69,4.0940009999999605
70,4.088000999999934
