Generation,MaxFitness
1,3.9380009999999706
2,4.048000999999967
3,3.9720009999999686
4,4.0640009999999664
5,4.068000999999967
6,4.068000999999967
7,3.9720009999999686
8,4.092000999999966
9,4.078000999999968
10,4.042000999999968
11,4.126000999999967
12,4.092000999999966
13,4.078000999999968
14,4.098000999999969
15,4.082000999999967
16,4.092000999999966
17,4.052000999999967
18,4.074000999999967
19,4.056000999999967
20,4.092000999999966
21,4.056000999999967
22,4.0960009999999665
23,4.162000999999965
24,4.0960009999999665
25,4.068000999999967
26,4.124000999999965
27,4.238000999999964
28,4.1600009999999665
29,4.1680009999999665
30,4.078000999999968
31,4.094000999999966
32,4.068000999999968
33,4.074000999999968
34,4.092000999999966
35,4.036000999999967
36,4.112000999999968
37,4.092000999999966
38,4.082000999999967
39,4.222000999999964
40,4.238000999999964
41,4.112000999999967
42,4.020000999999968
43,4.092000999999966
44,4.0800009999999665
45,4.036000999999968
46,4.060000999999967
47,3.9420009999999706
48,3.990000999999969
49,4.0960009999999665
50,4.0640009999999664
