Generation,MaxFitness
1,3.886000999999976
2,3.8520009999999534
3,3.9820009999999404
4,3.862000999999965
5,3.9340009999999705
6,3.942000999999972
7,3.922000999999973
8,3.900000999999961
9,3.900000999999963
10,3.9220009999999617
11,4.062000999999966
12,3.924000999999957
13,4.068000999999966
14,3.970000999999942
15,3.9320009999999703
16,3.95200099999997
17,4.156000999999965
18,4.156000999999965
19,4.052000999999969
20,3.9800009999999695
21,3.918000999999953
22,4.184000999999965
23,4.2040009999999635
24,4.252000999999963
25,4.234000999999965
26,3.98000099999997
27,4.288000999999963
28,4.280000999999964
29,3.970000999999962
30,4.280000999999963
31,4.156000999999965
32,4.012000999999961
33,4.156000999999965
34,3.9460009999999723
35,4.248000999999964
36,4.132000999999965
37,4.300000999999963
38,4.160000999999965
39,4.222000999999964
40,4.098000999999968
41,4.204000999999964
42,4.216000999999965
43,4.280000999999963
44,4.196000999999965
45,4.2200009999999635
46,4.098000999999968
47,4.212000999999964
48,4.0720009999999665
49,4.2120009999999635
50,4.188000999999964
