Generation,MaxFitness
1,3.932000999999975
2,3.9180009999999625
3,3.994000999999969
4,3.8980009999999763
5,3.930000999999974
6,3.9200009999999708
7,3.838000999999936
8,3.9700009999999706
9,3.928000999999971
10,3.9640009999999695
11,3.8980009999999665
12,3.862000999999975
13,3.9180009999999754
14,3.9120009999999734
15,3.8900009999999736
16,3.8560009999999654
17,3.9260009999999723
18,3.9300009999999705
19,3.9460009999999635
20,3.966000999999974
21,4.2440009999999635
22,4.128000999999966
23,4.212000999999964
24,4.360000999999962
25,4.212000999999964
26,4.360000999999962
27,4.2440009999999635
28,3.912000999999973
29,4.2120009999999635
30,4.406000999999962
