Generation,MaxFitness
1,3.0000009999999513
2,4.050000999999967
3,4.224000999999955
4,3.9400009999999703
5,4.4500009999999515
6,4.034000999999938
7,4.4940009999999395
8,4.222000999999954
9,4.190000999999946
10,4.1480009999999545
11,4.078000999999958
12,4.088000999999958
13,4.128000999999958
14,4.140000999999961
15,4.158000999999946
16,3.9920009999999606
17,4.422000999999942
18,4.358000999999946
19,4.272000999999934
20,4.160000999999953
21,3.97600099999994
22,4.674000999999927
23,3.932000999999973
24,4.498000999999929
25,4.318000999999955
26,4.938000999999937
27,4.022000999999961
28,4.682000999999926
29,4.418000999999934
30,5.212000999999909
31,4.562000999999953
32,4.316000999999955
33,4.66800099999993
34,4.608000999999957
35,4.6140009999999485
36,4.3940009999999505
37,4.65800099999995
38,4.302000999999953
39,4.832000999999926
40,4.928000999999922
41,4.314000999999963
42,4.430000999999962
43,4.330000999999954
44,4.328000999999937
45,4.698000999999935
46,4.572000999999937
47,4.812000999999944
48,4.940000999999921
49,4.58200099999994
50,4.316000999999953
51,4.330000999999955
52,4.338000999999954
53,4.240000999999941
54,4.014000999999962
55,4.910000999999922
56,4.340000999999935
57,4.674000999999916
58,4.6440009999999505
59,4.330000999999952
60,4.948000999999921
61,4.646000999999949
62,4.946000999999923
63,4.324000999999953
64,4.488000999999941
65,4.340000999999927
66,4.460000999999932
67,4.826000999999926
68,4.0860009999999445
69,4.440000999999922
70,4.470000999999962
71,4.904000999999914
72,4.616000999999946
73,4.20800099999996
74,4.3200009999999525
75,4.312000999999936
76,4.884000999999923
77,4.674000999999954
78,4.686000999999946
79,4.6840009999999355
80,4.95000099999992
81,3.976000999999971
82,4.522000999999942
83,4.688000999999946
84,4.686000999999936
85,4.7780009999999775
86,4.324000999999954
87,4.580000999999953
88,4.408000999999929
89,4.498000999999929
90,4.600000999999952
91,4.900000999999926
92,5.002000999999928
93,4.684000999999938
94,3.9780009999999706
95,4.318000999999955
96,4.296000999999957
97,4.216000999999964
98,4.294000999999956
99,5.378000999999903
100,3.974000999999971
101,3.986000999999963
102,4.330000999999958
103,4.640000999999951
104,4.658000999999942
105,4.67000099999994
106,4.324000999999954
107,4.780000999999923
108,4.318000999999954
109,4.6140009999999485
110,4.770000999999925
111,4.942000999999924
112,4.750000999999924
113,4.64200099999994
114,4.620000999999948
115,4.122000999999966
116,4.302000999999953
117,4.562000999999938
118,4.214000999999965
119,4.276000999999956
120,4.810000999999934
121,4.628000999999936
122,3.9360009999999743
123,4.2980009999999575
124,4.172000999999964
125,4.310000999999957
126,4.260000999999957
127,4.270000999999958
128,4.068000999999967
129,4.272000999999965
130,4.904000999999934
131,4.658000999999937
132,4.056000999999967
133,4.0960009999999665
134,4.272000999999954
135,4.144000999999965
136,4.140000999999949
137,4.288000999999959
138,4.042000999999967
139,3.948000999999972
140,4.570000999999938
141,4.308000999999955
142,4.606000999999937
143,4.292000999999953
144,4.112000999999966
145,4.658000999999953
146,3.9620009999999724
147,4.096000999999969
148,6.414000999999929
149,4.326000999999953
150,4.322000999999952
