Generation,MaxFitness
1,7.54200100000013
2,5.992001000000059
3,7.040001000000101
4,6.278001000000123
5,7.070001000000095
6,7.374001000000169
7,6.1180010000000316
8,7.3440010000001665
9,7.668001000000116
10,6.3400010000000755
11,7.062001000000163
12,6.960001000000105
13,6.556001000000116
14,7.626001000000119
15,7.182001000000104
16,6.168001000000069
17,6.892001000000154
18,6.956001000000065
19,7.682001000000128
20,6.816001000000071
21,7.132001000000074
22,7.230001000000078
23,7.216001000000153
24,7.3480010000001
25,7.186001000000166
26,6.592001000000077
27,7.436001000000083
28,7.596001000000132
29,7.44800100000007
30,7.370001000000116
31,6.914001000000075
32,7.060001000000116
33,6.418001000000172
34,6.416001000000058
35,6.664001000000092
36,7.792001000000118
37,6.916001000000099
38,6.598001000000143
39,6.508001000000076
40,5.8860010000000305
41,7.566001000000168
42,8.08200100000016
43,6.530001000000098
44,7.760001000000105
45,6.42600100000009
46,6.676001000000125
47,6.906001000000065
48,7.088001000000075
49,7.2300010000001125
50,6.444001000000076
