Generation,MaxFitness
1,3.8340009999999616
2,3.8880009999999605
3,4.662000999999938
4,4.842000999999926
5,4.832000999999959
6,4.328000999999952
7,4.310000999999934
8,4.536000999999932
9,4.8680010000000005
10,4.574001000000054
11,5.204000999999948
12,4.0760010000000415
13,4.384000999999962
14,5.098000999999941
15,4.756000999999948
16,5.2060009999999615
17,4.604000999999923
18,4.856000999999919
19,5.216000999999944
20,4.400000999999943
21,4.600000999999925
22,4.7540009999999215
23,5.326000999999948
24,5.082000999999941
25,4.738000999999948
26,4.840000999999918
27,5.204000999999942
28,4.942000999999942
29,4.752000999999962
30,5.01200099999993
31,4.898000999999906
32,4.6700009999999486
33,4.552000999999987
34,4.6880009999999475
35,4.850000999999923
36,4.48600099999997
37,4.148000999999949
38,5.136000999999964
39,4.690000999999937
40,4.226000999999957
41,5.490000999999947
42,5.080000999999979
43,4.6000009999999865
44,4.624000999999911
45,4.578000999999942
46,4.60600099999994
47,5.036000999999918
48,4.428000999999961
49,5.354000999999916
50,4.936000999999943
51,5.13800099999994
52,5.458000999999935
53,4.9980009999999195
54,4.600000999999942
55,4.506000999999948
56,4.434000999999945
57,5.036000999999928
58,4.412000999999962
59,4.674000999999945
60,4.328000999999955
61,4.598000999999948
62,4.944000999999931
63,4.844000999999926
64,4.314000999999958
65,4.032000999999961
66,4.3800009999999405
67,4.558000999999949
68,4.476000999999961
69,4.50800099999996
70,4.51200099999996
