Generation,MaxFitness
1,3.856000999999965
2,3.832000999999954
3,4.7420009999999495
4,3.8620009999999523
5,4.268001000000001
6,4.366000999999964
7,4.22800100000002
8,4.098000999999958
9,4.192000999999956
10,4.182000999999956
11,4.01400099999995
12,4.120000999999965
13,4.11400099999996
14,4.196000999999987
15,4.02200099999995
16,3.980000999999977
17,4.19400099999999
18,4.314000999999979
19,3.918000999999944
20,3.896000999999982
21,3.95200099999997
22,4.202000999999956
23,4.0460009999999675
24,4.07200099999994
25,4.360001000000022
26,4.318000999999964
27,4.152000999999946
28,3.912000999999972
29,4.176000999999948
30,4.190000999999946
31,3.9820010000000243
32,4.600001000000011
33,3.9760009999999735
34,4.340000999999964
35,4.174000999999957
36,4.156000999999962
37,4.094000999999953
38,4.39600099999996
39,4.360001000000019
40,4.1800009999999554
41,4.318001
42,4.190000999999955
43,4.264000999999963
44,4.296000999999962
45,3.8860009999999616
46,3.6840009999999452
47,3.924000999999971
48,4.318000999999953
49,4.0380009999999835
50,3.9740009999999577
51,4.350000999999953
52,4.6320010000000265
53,3.984000999999962
54,4.140001000000015
55,4.522000999999987
56,4.2500009999999735
57,4.166000999999947
58,4.0260009999999875
59,4.288000999999964
60,4.502001000000008
61,4.098000999999982
62,4.232000999999946
63,4.274001000000015
64,4.080000999999997
65,4.02600099999997
66,4.44600099999996
67,4.932000999999951
68,3.99600099999995
69,4.6200009999999825
70,4.158000999999927
