Generation,MaxFitness
1,2.778000999999951
2,3.918000999999961
3,4.5380009999999595
4,4.206000999999964
5,4.50800099999996
6,4.51200099999996
7,4.454000999999961
8,4.44400099999996
9,4.3820009999999625
10,4.156000999999965
11,4.084000999999968
12,4.068000999999967
13,4.146000999999966
14,4.094000999999967
15,4.420000999999961
16,4.43600099999996
17,4.058000999999959
18,4.104000999999966
19,4.080000999999959
20,4.130000999999958
21,4.122000999999961
22,4.410000999999961
23,4.438000999999962
24,4.456000999999961
25,4.098000999999961
26,4.0880009999999665
27,3.950000999999972
28,4.440000999999961
29,4.398000999999962
30,4.406000999999962
31,4.2420009999999655
32,4.068000999999958
33,4.452000999999961
34,3.9280009999999748
35,4.386000999999962
36,3.942000999999972
37,4.054000999999961
38,3.9280009999999717
39,4.396000999999961
40,3.9980009999999693
41,3.926000999999975
42,4.416000999999961
43,4.206000999999966
44,4.3940009999999505
45,3.954000999999971
46,3.9500009999999723
47,3.922000999999973
48,3.93400099999997
49,4.170000999999965
50,3.8940009999999727
51,3.9340009999999683
52,4.230000999999955
53,3.9840009999999593
54,4.156000999999965
55,4.206000999999965
56,3.854000999999953
57,3.934000999999975
58,3.948000999999971
59,4.224000999999964
60,3.9640009999999717
61,4.212000999999964
62,4.2440009999999635
63,3.98600099999997
64,3.930000999999963
65,3.868000999999966
66,4.212000999999964
67,3.918000999999973
68,4.216000999999964
69,4.216000999999964
70,4.212000999999964
71,3.9080009999999614
72,3.9640009999999704
73,4.230000999999964
74,4.100000999999966
75,4.184000999999964
76,3.9400009999999708
77,4.182000999999965
78,4.2440009999999635
79,4.188000999999965
80,3.9260009999999723
81,4.216000999999964
82,3.9120009999999614
83,4.184000999999964
84,4.212000999999964
85,4.224000999999964
86,4.194000999999965
87,4.216000999999964
88,4.184000999999965
89,4.216000999999964
90,4.1940009999999655
91,4.052000999999967
92,4.068000999999967
93,4.040000999999967
94,4.0800009999999665
95,4.068000999999967
96,4.0640009999999664
97,4.066000999999967
98,4.036000999999968
99,3.924000999999971
100,4.068000999999967
101,4.114001000000029
102,4.112000999999948
103,4.068000999999967
104,4.0640009999999664
105,4.068000999999967
106,4.238000999999936
107,4.068000999999967
108,4.038000999999949
109,4.048000999999967
110,4.0640009999999664
111,4.1860009999999415
112,4.102000999999952
113,4.088000999999958
114,4.10200099999994
115,4.248000999999955
116,3.9320009999999725
117,4.112000999999936
118,4.2340009999999575
119,3.940000999999972
120,3.9400009999999703
121,4.090000999999961
122,4.0620009999999604
123,4.87600099999995
124,4.08800099999995
125,3.9520009999999712
126,4.006000999999939
127,4.388000999999941
128,4.06600099999996
129,3.940000999999972
130,4.386000999999941
131,4.064000999999959
132,3.9360009999999703
133,3.924000999999963
134,4.372000999999945
135,3.942000999999972
136,4.150000999999937
137,3.988000999999964
138,4.114000999999925
139,4.0360009999999695
140,4.262000999999946
141,4.116000999999957
142,3.936000999999953
143,3.9380009999999714
144,3.9200009999999734
145,3.9320009999999703
146,4.254000999999967
147,3.9220009999999714
148,3.9660009999999715
149,4.3660009999999625
150,4.390000999999962
