Generation,MaxFitness
1,3.9080009999999614
2,3.474000999999967
3,4.288000999999963
4,4.008000999999961
5,3.950000999999972
6,4.354000999999923
7,4.304000999999962
8,3.8920009999999734
9,4.424000999999961
10,4.458000999999947
11,4.308000999999963
12,4.384000999999961
13,4.332000999999963
14,3.860000999999962
15,4.412000999999962
16,4.308000999999963
17,4.340000999999963
18,3.9300009999999728
19,4.304000999999963
20,3.948000999999971
21,4.350000999999938
22,4.366000999999962
23,4.384000999999962
24,4.372000999999963
25,4.306000999999963
26,4.294000999999963
27,4.276000999999963
28,4.286000999999963
29,3.992000999999968
30,3.9440009999999694
31,4.032000999999967
32,3.9320009999999703
33,3.930000999999974
34,3.9880009999999686
35,4.076000999999967
36,3.916000999999973
37,4.076000999999967
38,3.886000999999976
39,4.076000999999967
40,3.8660009999999545
41,3.946000999999971
42,4.124000999999965
43,3.914000999999971
44,3.9880009999999686
45,4.032000999999967
46,3.9880009999999686
47,3.890000999999975
48,3.996000999999961
49,4.076000999999967
50,3.9980009999999684
