Generation,MaxFitness
1,3.4900009999999675
2,4.0060009999999595
3,3.6900009999999552
4,4.230000999999959
5,4.286000999999954
6,4.972000999999932
7,4.4260009999999435
8,4.486000999999953
9,5.016000999999928
10,3.98000099999997
11,3.956000999999972
12,4.220000999999956
13,4.310000999999965
14,4.294000999999956
15,4.312000999999955
16,3.9160009999999614
17,4.21000099999996
18,4.320000999999956
19,4.594000999999938
20,3.9200009999999734
21,3.9280009999999606
22,3.9620009999999724
23,4.916000999999935
24,4.350000999999962
25,4.328000999999962
26,3.926000999999975
27,4.318000999999964
28,4.686000999999952
29,4.606000999999938
30,4.658000999999929
31,4.270000999999965
32,4.262000999999967
33,4.300000999999956
34,4.664000999999939
35,4.108000999999947
36,3.9460009999999723
37,4.3200009999999525
38,4.300000999999956
39,4.668000999999954
40,4.320000999999963
41,5.254000999999946
42,4.550000999999941
43,4.232000999999958
44,4.606000999999937
45,4.314000999999963
46,3.9020009999999714
47,4.1800009999999554
48,4.06600099999997
49,3.932000999999971
50,4.140000999999964
51,4.010000999999972
52,4.124000999999965
53,4.792000999999948
54,4.000000999999959
55,4.228000999999968
56,3.944000999999971
57,3.8760009999999667
58,4.0500009999999715
59,4.1700009999999645
60,3.9880009999999597
61,4.08200099999996
62,4.536000999999961
63,4.534000999999959
64,4.47600099999996
65,4.004000999999961
66,4.050000999999971
67,4.180000999999957
68,4.01600099999996
69,3.90800099999996
70,4.092000999999967
