Generation,MaxFitness
1,3.918000999999961
2,3.4660009999999577
3,4.066000999999955
4,4.134000999999969
5,4.098000999999962
6,3.9860009999999697
7,4.54400099999996
8,4.794000999999945
9,4.54400099999996
10,4.18000099999996
11,4.354000999999966
12,4.656000999999946
13,4.106000999999966
14,4.422000999999967
15,4.118000999999958
16,4.154000999999947
17,4.250000999999936
18,4.074000999999961
19,4.206000999999955
20,4.250000999999966
21,4.508000999999961
22,4.146000999999938
23,4.156000999999959
24,4.6280009999999505
25,4.07000099999996
26,4.230000999999963
27,4.530000999999968
28,4.390000999999961
29,4.5860009999999685
30,4.1460009999999565
31,4.234000999999968
32,4.094000999999957
33,4.1580009999999685
34,4.52200099999996
35,4.174000999999948
36,4.118000999999948
37,4.07000099999997
38,4.100000999999966
39,4.076000999999972
40,4.156000999999952
41,3.988000999999964
42,4.060000999999953
43,4.068000999999966
44,4.342000999999932
45,4.028000999999969
46,4.130000999999938
47,4.712000999999936
48,4.262000999999955
49,5.11400099999991
50,4.458000999999922
51,5.010000999999918
52,4.164000999999956
53,4.926000999999923
54,4.078000999999969
55,4.112000999999968
56,4.398000999999928
57,4.426000999999922
58,4.548000999999921
59,4.742000999999937
60,4.938000999999922
61,4.638000999999929
62,4.942000999999922
63,4.942000999999924
64,5.14600099999991
65,4.706000999999927
66,3.934000999999972
67,4.314000999999925
68,4.754000999999937
69,4.022000999999968
70,4.258000999999926
