Generation,MaxFitness
1,3.6120009999999643
2,4.148000999999932
3,3.9900009999999595
4,4.392000999999961
5,4.098000999999932
6,4.068000999999967
7,4.070000999999967
8,3.862000999999965
9,4.440000999999961
10,4.038000999999967
11,4.0800009999999665
12,4.0800009999999665
13,3.9920009999999664
14,3.9360009999999708
15,3.840000999999961
16,4.464000999999965
17,3.902000999999961
18,3.868000999999964
19,4.434000999999974
20,4.5380009999999515
21,3.7660009999999344
22,3.9300009999999714
23,4.110000999999966
24,4.410000999999961
25,4.386000999999962
26,3.840000999999967
27,3.890000999999975
28,4.360000999999962
29,3.900000999999963
30,3.882000999999967
31,3.9620009999999706
32,4.416000999999962
33,4.110000999999966
34,3.9180009999999625
35,3.938000999999974
36,3.862000999999975
37,3.908000999999973
38,4.5160009999999415
39,3.9220009999999608
40,4.472000999999938
41,3.9600009999999726
42,4.11600099999996
43,3.9120009999999734
44,3.8820009999999625
45,3.8240009999999653
46,3.9260009999999723
47,3.8840009999999734
48,4.228000999999938
49,4.420000999999961
50,3.9500009999999697
51,3.95800099999997
52,3.9180009999999723
53,3.9180009999999696
54,3.7860009999999553
55,3.954000999999971
56,3.9420009999999706
57,3.9360009999999703
58,3.932000999999974
59,3.9300009999999714
60,4.092000999999948
61,3.9320009999999725
62,3.9300009999999714
63,3.896000999999962
64,3.886000999999963
65,3.9400009999999708
66,3.932000999999971
67,4.04200099999995
68,3.9840009999999686
69,3.8980009999999634
70,3.914000999999961
