Generation,MaxFitness
1,2.8240009999999636
2,2.954000999999971
3,3.4080009999999517
4,3.2880009999999613
5,3.2480009999999644
6,3.8900009999999736
7,3.028000999999948
8,3.1520009999999563
9,3.548000999999946
10,3.270000999999962
11,3.38000099999996
12,3.54400099999995
13,3.246000999999955
14,3.302000999999955
15,3.8640009999999645
16,3.4220009999999594
17,3.360000999999962
18,3.1420009999999667
19,3.3460009999999554
20,3.2340009999999744
21,3.6620009999999663
22,3.4740009999999497
23,3.7320009999999524
24,3.666000999999955
25,3.2480009999999635
26,3.602000999999964
27,3.690000999999954
28,3.4880009999999513
29,3.2140009999999433
30,3.874000999999954
31,3.242000999999955
32,3.4420009999999603
33,3.5040009999999495
34,3.364000999999949
35,3.2560009999999533
36,3.804000999999932
37,4.528000999999947
38,3.940000999999928
39,3.314000999999953
40,3.368000999999951
41,3.7060009999999544
42,3.4080009999999517
43,3.3140009999999602
44,2.942000999999968
45,3.240000999999964
46,3.694000999999953
47,3.2040009999999537
48,3.318000999999952
49,3.5600009999999584
50,3.550000999999949
51,3.3520009999999627
52,4.180000999999948
53,4.122000999999944
54,3.304000999999975
55,3.40800099999994
56,3.2300009999999557
57,3.468000999999968
58,3.8500009999999674
59,3.1620009999999565
60,3.934000999999962
61,3.284000999999954
62,3.4840009999999673
63,3.3160009999999613
64,3.298000999999962
65,3.132000999999956
66,3.5080009999999673
67,3.142000999999964
68,2.9140009999999608
69,3.016000999999966
70,3.196000999999956
